dollar,bang,money,n000,make,yesno
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.31,1
0.0,0.074,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.32,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.073,0.0,0.05,0.15,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.005,0.008,0.0,0.01,0.07,1
0.012,0.0,0.08,0.0,0.16,1
0.0,0.17,0.0,0.0,1.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.239,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.148,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.313,0.313,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.125,0.0,0.0,0.0,1
0.0,0.045,0.0,0.0,0.0,1
0.016,0.0,0.0,0.0,0.05,1
0.0,0.372,0.0,0.0,0.0,1
0.0,0.413,0.0,0.0,0.25,1
0.0,0.214,0.0,0.0,0.0,1
0.0,0.448,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.165,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.42,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.724,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.052,0.0,0.0,0.13,0.0,1
0.0,0.0,0.0,0.0,0.62,1
0.0,0.0,0.0,0.0,0.67,1
0.0,0.151,0.0,0.0,0.42,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.167,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.028,0.047,0.0,0.0,0.06,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.03,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.134,0.0,0.0,0.22,1
0.0,0.161,0.0,0.0,0.0,1
0.094,0.284,0.0,0.0,0.0,1
0.036,0.0,0.0,0.0,0.13,1
0.011,0.0,0.0,0.0,0.08,1
0.0,0.0,0.0,0.0,0.0,1
0.013,0.0,0.0,0.0,0.09,1
0.0,0.0,0.0,0.0,1.14,1
0.0,0.0,0.0,0.0,0.0,1
0.013,0.0,0.0,0.1,0.2,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.37,0.0,0.0,0.81,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.54,1
0.0,0.111,0.0,0.0,0.56,1
0.126,0.063,0.72,0.0,0.36,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.27,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.84,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.365,0.0,0.0,0.0,0.0,1
0.0,0.176,0.0,0.0,1.02,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.127,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.179,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.142,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.85,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.39,1
0.0,0.141,0.0,0.0,0.0,1
0.0,0.0,0.58,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.3,1
0.0,0.376,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.129,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.35,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.36,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.144,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.141,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.015,0.0,0.0,0.0,0.1,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.9,1
0.0,0.0,0.0,0.0,1.19,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.318,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.176,0.0,0.0,1.11,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.383,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.05,0.05,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.2,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.047,0.023,0.0,0.0,0.0,1
0.141,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.34,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.74,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.66,1
0.0,0.0,0.0,0.0,0.0,1
0.055,0.055,0.0,0.0,0.0,1
0.0,0.26,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.374,0.0,0.0,0.0,1
0.0,0.213,0.0,0.0,2.77,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.038,0.051,0.0,0.25,0.0,1
0.0,0.0,0.0,0.0,1.05,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.045,0.0,0.0,0.0,1
0.0,0.139,0.0,0.0,0.0,1
0.0,0.552,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.075,0.075,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.35,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.68,1
0.0,0.107,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.02,0.0,0.0,0.0,1
0.0,0.051,0.0,0.0,0.33,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.026,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.5,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.09,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.08,1
0.026,0.0,0.0,0.0,0.09,1
0.1,0.0,0.09,0.36,0.0,1
0.015,0.0,0.0,0.0,0.05,1
0.163,0.0,0.0,0.0,0.0,1
0.0,0.078,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.072,0.072,0.0,0.0,0.67,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.01,0.0,0.0,0.0,0.29,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.294,0.0,0.0,0.0,1
0.0,0.041,0.0,0.0,0.26,1
0.0,0.044,0.0,0.0,0.6,1
0.0,0.285,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.251,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1.04,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.123,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.136,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.09,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.023,0.0,0.0,0.0,0.08,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.028,0.0,0.0,0.0,0.07,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.225,0.0,0.0,0.9,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.432,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.102,0.0,0.0,0.0,1
0.0,0.116,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.063,0.0,0.0,0.22,1
0.0,0.0,0.0,0.0,0.0,1
0.051,0.044,0.0,0.08,0.0,1
0.0,0.069,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.145,0.0,0.0,0.0,1
0.0,0.102,0.0,0.0,0.0,1
0.0,0.044,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.002,0.0,0.01,0.01,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.087,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.25,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.262,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.309,0.0,0.0,1.04,1
0.0,0.104,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.103,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,2.77,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.239,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,1.123,0.0,0.0,0.0,1
0.0,0.138,0.0,0.0,0.48,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.43,1
0.0,0.0,0.0,0.0,0.0,1
0.124,0.0,0.0,0.0,0.42,1
0.078,0.0,0.0,0.11,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.39,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.203,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,2.272,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.058,0.0,0.0,0.0,0.0,1
0.0,0.286,0.0,0.0,0.0,1
0.0,0.147,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.277,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.026,0.0,0.0,0.29,0.09,1
0.033,0.033,0.0,0.0,0.44,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.068,0.0,0.09,0.0,1
0.0,0.055,0.0,0.0,0.0,1
0.0,0.486,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.76,1
0.0,0.0,0.0,0.0,0.0,1
0.029,0.029,0.0,0.0,0.37,1
0.03,0.053,0.0,0.05,0.17,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.331,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.052,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,2.0,1
0.0,0.149,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.117,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.034,0.0,0.0,0.0,0.12,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.048,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.004,0.0,0.0,0.18,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.014,0.0,0.0,0.04,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.09,1
0.0,0.279,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.709,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.381,0.305,0.0,0.96,0.0,1
0.381,0.305,0.0,0.96,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.174,0.0,0.0,0.15,1
0.0,0.146,0.0,0.0,0.0,1
0.0,0.05,0.0,0.12,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.306,0.0,0.0,0.33,1
0.0,0.0,0.0,0.0,0.0,1
0.105,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.04,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.18,1
0.0,0.089,0.0,0.0,0.0,1
0.0,0.193,0.0,0.0,0.37,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.51,1
0.087,0.0,0.0,0.0,0.0,1
0.095,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.034,0.0,0.0,0.0,0.12,1
0.033,0.0,0.0,0.0,0.08,1
0.0,0.0,0.0,0.0,0.0,1
0.017,0.0,0.0,0.0,0.12,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.31,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.4,1
0.0,0.442,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.022,0.0,0.0,0.0,0.0,1
0.0,0.371,0.0,0.0,0.0,1
0.0,0.107,0.0,0.0,0.0,1
0.005,0.002,0.0,0.07,0.03,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.955,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.355,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.787,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.689,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.196,0.77,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.265,0.113,0.0,0.0,0.29,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.036,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,1.09,1
0.0,0.386,0.0,0.0,0.0,1
0.0,0.078,0.0,0.0,0.0,1
0.011,0.0,0.0,0.08,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.473,0.0,0.0,0.0,1
0.0,0.376,0.0,0.0,0.0,1
0.0,0.186,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.68,0.0,0.0,0.0,1
0.0,0.181,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.366,0.0,0.0,0.0,1
0.0,0.114,0.0,0.0,0.0,1
0.0,0.129,0.0,0.0,0.39,1
0.046,0.062,0.05,0.21,0.05,1
0.055,0.064,0.06,0.25,0.06,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.055,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.72,1
0.0,0.24,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.24,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.166,0.0,0.0,0.97,1
0.0,0.163,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.07,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.091,0.0,0.0,0.53,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.103,0.0,0.0,0.58,1
0.0,0.096,0.0,0.0,0.31,1
0.033,0.0,0.0,0.0,0.12,1
0.014,0.0,0.0,0.0,0.05,1
0.0,0.216,0.0,0.0,0.0,1
0.0,0.061,0.0,0.0,0.75,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.68,1
0.0,0.203,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.24,1
0.0,0.564,0.0,0.0,0.0,1
0.0,0.097,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.389,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.48,1
0.036,0.0,0.0,0.0,0.12,1
0.022,0.0,0.0,0.0,0.08,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.24,1
0.0,0.0,0.0,0.0,0.0,1
0.057,0.0,0.0,0.21,0.1,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.27,0.0,0.0,0.0,1
0.0,0.211,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.51,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.19,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.159,0.798,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.3,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.207,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,2.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,2.0,1
0.0,0.149,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.34,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.74,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.26,1
0.053,0.0,0.0,0.41,0.0,1
0.0,0.176,0.0,0.0,0.0,1
0.0,0.278,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.031,0.17,0.0,0.17,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.167,0.0,0.0,0.17,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.16,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.25,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.099,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,1.6,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.396,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.128,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
2.038,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.075,0.056,0.0,0.0,0.0,1
0.0,0.07,0.0,0.0,0.39,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.055,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.108,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.87,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
0.0,0.0,0.0,0.0,0.0,1
